"WaterID","LocID","Date","season","WaterID.season","Microscopy","WaterTemp.factor","Ca.factor","pH.factor","WaterSize.factor"
9,861,"2013-11-14","2","9.2",0,"mid","unknown","moderate","larger"
9,864,"2013-11-14","2","9.2",0,"mid","unknown","moderate","larger"
9,864,"2013-11-14","2","9.2",0,"mid","unknown","moderate","larger"
9,860,"2013-11-14","2","9.2",0,"mid","unknown","moderate","larger"
9,868,"2013-11-14","2","9.2",0,"mid","unknown","moderate","larger"
9,867,"2013-11-14","2","9.2",0,"mid","unknown","moderate","larger"
9,867,"2014-04-01","2","9.2",0,"mid","unknown","moderate","larger"
9,867,"2014-04-01","2","9.2",0,"mid","unknown","moderate","larger"
9,865,"2014-04-01","2","9.2",0,"mid","unknown","moderate","larger"
9,865,"2014-04-01","2","9.2",0,"mid","unknown","moderate","larger"
9,865,"2014-04-01","2","9.2",0,"mid","unknown","moderate","larger"
9,863,"2014-04-01","2","9.2",0,"mid","unknown","moderate","larger"
9,868,"2014-04-01","2","9.2",0,"mid","unknown","moderate","larger"
9,868,"2014-04-01","2","9.2",0,"mid","unknown","moderate","larger"
9,869,"2014-04-01","2","9.2",0,"mid","unknown","moderate","larger"
9,859,"2014-04-01","2","9.2",0,"mid","unknown","moderate","larger"
9,861,"2014-07-01","2","9.2",0,"mid","unknown","moderate","larger"
9,861,"2014-07-01","2","9.2",0,"mid","unknown","moderate","larger"
9,862,"2014-07-01","2","9.2",0,"mid","unknown","moderate","larger"
9,860,"2014-07-01","2","9.2",0,"mid","unknown","moderate","larger"
9,860,"2014-07-01","2","9.2",0,"mid","unknown","moderate","larger"
9,869,"2014-07-01","2","9.2",0,"mid","unknown","moderate","larger"
9,864,"2014-07-01","2","9.2",0,"mid","unknown","moderate","larger"
9,864,"2014-07-01","2","9.2",0,"mid","unknown","moderate","larger"
9,867,"2014-12-15","3","9.3",0,"mid","unknown","moderate","larger"
9,867,"2014-12-15","3","9.3",0,"mid","unknown","moderate","larger"
9,866,"2014-12-15","3","9.3",0,"mid","unknown","moderate","larger"
9,865,"2014-12-15","3","9.3",0,"mid","unknown","moderate","larger"
9,865,"2014-12-15","3","9.3",0,"mid","unknown","moderate","larger"
9,860,"2014-12-15","3","9.3",0,"mid","unknown","moderate","larger"
9,860,"2014-12-15","3","9.3",0,"mid","unknown","moderate","larger"
9,868,"2014-12-15","3","9.3",0,"mid","unknown","moderate","larger"
9,869,"2014-12-15","3","9.3",0,"mid","unknown","moderate","larger"
9,869,"2014-12-15","3","9.3",0,"mid","unknown","moderate","larger"
9,861,"2014-12-15","3","9.3",0,"mid","unknown","moderate","larger"
9,861,"2014-12-15","3","9.3",0,"mid","unknown","moderate","larger"
9,862,"2014-12-15","3","9.3",0,"mid","unknown","moderate","larger"
9,864,"2014-12-15","3","9.3",0,"mid","unknown","moderate","larger"
9,864,"2014-12-15","3","9.3",0,"mid","unknown","moderate","larger"
9,862,"2015-04-30","3","9.3",0,"mid","unknown","moderate","larger"
9,861,"2015-04-30","3","9.3",0,"mid","unknown","moderate","larger"
9,861,"2015-04-30","3","9.3",0,"mid","unknown","moderate","larger"
9,864,"2015-04-30","3","9.3",0,"mid","unknown","moderate","larger"
9,864,"2015-04-30","3","9.3",0,"mid","unknown","moderate","larger"
9,869,"2015-04-30","3","9.3",0,"mid","unknown","moderate","larger"
9,869,"2015-04-30","3","9.3",0,"mid","unknown","moderate","larger"
9,868,"2015-04-30","3","9.3",0,"mid","unknown","moderate","larger"
9,860,"2015-04-30","3","9.3",0,"mid","unknown","moderate","larger"
9,860,"2015-04-30","3","9.3",0,"mid","unknown","moderate","larger"
9,867,"2015-04-30","3","9.3",0,"mid","unknown","moderate","larger"
9,859,"2015-04-30","3","9.3",0,"mid","unknown","moderate","larger"
9,863,"2015-04-30","3","9.3",0,"mid","unknown","moderate","larger"
9,865,"2015-04-30","3","9.3",0,"mid","unknown","moderate","larger"
9,865,"2015-04-30","3","9.3",0,"mid","unknown","moderate","larger"
9,866,"2015-04-30","3","9.3",0,"mid","unknown","moderate","larger"
9,862,"2015-07-29","3","9.3",0,"mid","unknown","moderate","larger"
9,861,"2015-07-29","3","9.3",0,"mid","unknown","moderate","larger"
9,861,"2015-07-29","3","9.3",0,"mid","unknown","moderate","larger"
9,864,"2015-07-29","3","9.3",0,"mid","unknown","moderate","larger"
9,864,"2015-07-29","3","9.3",0,"mid","unknown","moderate","larger"
9,869,"2015-07-29","3","9.3",0,"mid","unknown","moderate","larger"
9,869,"2015-07-29","3","9.3",0,"mid","unknown","moderate","larger"
9,868,"2015-07-29","3","9.3",0,"mid","unknown","moderate","larger"
9,868,"2015-07-29","3","9.3",0,"mid","unknown","moderate","larger"
9,860,"2015-07-29","3","9.3",0,"mid","unknown","moderate","larger"
9,860,"2015-07-29","3","9.3",0,"mid","unknown","moderate","larger"
9,867,"2015-07-29","3","9.3",0,"mid","unknown","moderate","larger"
9,867,"2015-07-29","3","9.3",0,"mid","unknown","moderate","larger"
9,865,"2015-07-29","3","9.3",0,"mid","unknown","moderate","larger"
9,865,"2015-07-29","3","9.3",0,"mid","unknown","moderate","larger"
9,866,"2015-07-29","3","9.3",0,"mid","unknown","moderate","larger"
9,862,"2016-05-06","4","9.4",0,"mid","unknown","moderate","larger"
9,861,"2016-05-06","4","9.4",0,"mid","unknown","moderate","larger"
9,861,"2016-05-06","4","9.4",0,"mid","unknown","moderate","larger"
9,864,"2016-05-06","4","9.4",0,"mid","unknown","moderate","larger"
9,864,"2016-05-06","4","9.4",0,"mid","unknown","moderate","larger"
9,869,"2016-05-06","4","9.4",0,"mid","unknown","moderate","larger"
9,869,"2016-05-06","4","9.4",0,"mid","unknown","moderate","larger"
9,868,"2016-05-06","4","9.4",0,"mid","unknown","moderate","larger"
9,868,"2016-05-06","4","9.4",0,"mid","unknown","moderate","larger"
9,860,"2016-05-06","4","9.4",0,"mid","unknown","moderate","larger"
9,860,"2016-05-06","4","9.4",0,"mid","unknown","moderate","larger"
9,867,"2016-05-06","4","9.4",0,"mid","unknown","moderate","larger"
9,865,"2016-05-06","4","9.4",0,"mid","unknown","moderate","larger"
9,865,"2016-05-06","4","9.4",0,"mid","unknown","moderate","larger"
9,866,"2016-05-06","4","9.4",0,"mid","unknown","moderate","larger"
9,862,"2016-07-12","4","9.4",0,"mid","unknown","moderate","larger"
9,861,"2016-07-12","4","9.4",0,"mid","unknown","moderate","larger"
9,861,"2016-07-12","4","9.4",0,"mid","unknown","moderate","larger"
9,864,"2016-07-12","4","9.4",0,"mid","unknown","moderate","larger"
9,869,"2016-07-12","4","9.4",0,"mid","unknown","moderate","larger"
9,868,"2016-07-12","4","9.4",0,"mid","unknown","moderate","larger"
9,860,"2016-07-12","4","9.4",0,"mid","unknown","moderate","larger"
9,860,"2016-07-12","4","9.4",0,"mid","unknown","moderate","larger"
9,867,"2016-07-12","4","9.4",0,"mid","unknown","moderate","larger"
9,865,"2016-07-12","4","9.4",0,"mid","unknown","moderate","larger"
9,865,"2016-07-12","4","9.4",0,"mid","unknown","moderate","larger"
9,866,"2016-07-12","4","9.4",0,"mid","unknown","moderate","larger"
9,862,"2016-10-31","5","9.5",0,"low","unknown","moderate","larger"
9,861,"2016-10-31","5","9.5",0,"low","unknown","moderate","larger"
9,861,"2016-10-31","5","9.5",0,"low","unknown","moderate","larger"
9,864,"2016-10-31","5","9.5",0,"low","unknown","moderate","larger"
9,869,"2016-10-31","5","9.5",0,"low","unknown","moderate","larger"
9,860,"2016-10-31","5","9.5",0,"low","unknown","moderate","larger"
9,867,"2016-10-31","5","9.5",0,"low","unknown","moderate","larger"
9,865,"2016-10-31","5","9.5",0,"low","unknown","moderate","larger"
9,866,"2016-10-31","5","9.5",0,"low","unknown","moderate","larger"
9,862,"2017-04-20","5","9.5",0,"low","unknown","moderate","larger"
9,861,"2017-04-20","5","9.5",0,"low","unknown","moderate","larger"
9,861,"2017-04-20","5","9.5",0,"low","unknown","moderate","larger"
9,864,"2017-04-20","5","9.5",0,"low","unknown","moderate","larger"
9,864,"2017-04-20","5","9.5",0,"low","unknown","moderate","larger"
9,869,"2017-04-20","5","9.5",0,"low","unknown","moderate","larger"
9,868,"2017-04-20","5","9.5",0,"low","unknown","moderate","larger"
9,860,"2017-04-20","5","9.5",0,"low","unknown","moderate","larger"
9,867,"2017-04-20","5","9.5",0,"low","unknown","moderate","larger"
9,865,"2017-04-20","5","9.5",0,"low","unknown","moderate","larger"
9,866,"2017-04-20","5","9.5",0,"low","unknown","moderate","larger"
9,862,"2017-05-24","5","9.5",0,"low","unknown","moderate","larger"
9,861,"2017-05-24","5","9.5",0,"low","unknown","moderate","larger"
9,861,"2017-05-24","5","9.5",0,"low","unknown","moderate","larger"
9,864,"2017-05-24","5","9.5",0,"low","unknown","moderate","larger"
9,864,"2017-05-24","5","9.5",0,"low","unknown","moderate","larger"
9,869,"2017-05-24","5","9.5",0,"low","unknown","moderate","larger"
9,868,"2017-05-24","5","9.5",0,"low","unknown","moderate","larger"
9,860,"2017-05-24","5","9.5",0,"low","unknown","moderate","larger"
9,867,"2017-05-24","5","9.5",0,"low","unknown","moderate","larger"
9,865,"2017-05-24","5","9.5",0,"low","unknown","moderate","larger"
9,866,"2017-05-24","5","9.5",0,"low","unknown","moderate","larger"
9,862,"2017-06-29","5","9.5",0,"low","unknown","moderate","larger"
9,861,"2017-06-29","5","9.5",0,"low","unknown","moderate","larger"
9,861,"2017-06-29","5","9.5",0,"low","unknown","moderate","larger"
9,864,"2017-06-29","5","9.5",0,"low","unknown","moderate","larger"
9,864,"2017-06-29","5","9.5",0,"low","unknown","moderate","larger"
9,869,"2017-06-29","5","9.5",0,"low","unknown","moderate","larger"
9,868,"2017-06-29","5","9.5",0,"low","unknown","moderate","larger"
9,860,"2017-06-29","5","9.5",0,"low","unknown","moderate","larger"
9,867,"2017-06-29","5","9.5",0,"low","unknown","moderate","larger"
9,862,"2017-07-25","5","9.5",0,"low","unknown","moderate","larger"
9,861,"2017-07-25","5","9.5",0,"low","unknown","moderate","larger"
9,861,"2017-07-25","5","9.5",0,"low","unknown","moderate","larger"
9,864,"2017-07-25","5","9.5",0,"low","unknown","moderate","larger"
9,864,"2017-07-25","5","9.5",0,"low","unknown","moderate","larger"
9,869,"2017-07-25","5","9.5",0,"low","unknown","moderate","larger"
9,868,"2017-07-25","5","9.5",0,"low","unknown","moderate","larger"
9,860,"2017-07-25","5","9.5",0,"low","unknown","moderate","larger"
9,867,"2017-07-25","5","9.5",0,"low","unknown","moderate","larger"
9,865,"2017-07-25","5","9.5",0,"low","unknown","moderate","larger"
9,866,"2017-07-25","5","9.5",0,"low","unknown","moderate","larger"
9,862,"2017-08-24","5","9.5",0,"low","unknown","moderate","larger"
9,861,"2017-08-24","5","9.5",0,"low","unknown","moderate","larger"
9,861,"2017-08-24","5","9.5",0,"low","unknown","moderate","larger"
9,864,"2017-08-24","5","9.5",0,"low","unknown","moderate","larger"
9,864,"2017-08-24","5","9.5",0,"low","unknown","moderate","larger"
9,869,"2017-08-24","5","9.5",0,"low","unknown","moderate","larger"
9,868,"2017-08-24","5","9.5",0,"low","unknown","moderate","larger"
9,860,"2017-08-24","5","9.5",0,"low","unknown","moderate","larger"
9,867,"2017-08-24","5","9.5",0,"low","unknown","moderate","larger"
9,865,"2017-08-24","5","9.5",0,"low","unknown","moderate","larger"
9,866,"2017-08-24","5","9.5",0,"low","unknown","moderate","larger"
9,862,"2017-09-25","5","9.5",0,"low","unknown","moderate","larger"
9,861,"2017-09-25","5","9.5",0,"low","unknown","moderate","larger"
9,861,"2017-09-25","5","9.5",0,"low","unknown","moderate","larger"
9,864,"2017-09-25","5","9.5",0,"low","unknown","moderate","larger"
9,864,"2017-09-25","5","9.5",0,"low","unknown","moderate","larger"
9,869,"2017-09-25","5","9.5",0,"low","unknown","moderate","larger"
9,868,"2017-09-25","5","9.5",0,"low","unknown","moderate","larger"
9,860,"2017-09-25","5","9.5",0,"low","unknown","moderate","larger"
9,867,"2017-09-25","5","9.5",0,"low","unknown","moderate","larger"
9,865,"2017-09-25","5","9.5",0,"low","unknown","moderate","larger"
9,866,"2017-09-25","5","9.5",0,"low","unknown","moderate","larger"
9,862,"2017-10-30","6","9.6",0,"low","unknown","moderate","larger"
9,861,"2017-10-30","6","9.6",0,"low","unknown","moderate","larger"
9,861,"2017-10-30","6","9.6",0,"low","unknown","moderate","larger"
9,864,"2017-10-30","6","9.6",0,"low","unknown","moderate","larger"
9,864,"2017-10-30","6","9.6",0,"low","unknown","moderate","larger"
9,869,"2017-10-30","6","9.6",0,"low","unknown","moderate","larger"
9,868,"2017-10-30","6","9.6",0,"low","unknown","moderate","larger"
9,860,"2017-10-30","6","9.6",0,"low","unknown","moderate","larger"
9,867,"2017-10-30","6","9.6",0,"low","unknown","moderate","larger"
9,861,"2018-06-28","6","9.6",0,"low","unknown","moderate","larger"
9,861,"2018-06-28","6","9.6",0,"low","unknown","moderate","larger"
9,864,"2018-06-28","6","9.6",0,"low","unknown","moderate","larger"
9,869,"2018-06-28","6","9.6",0,"low","unknown","moderate","larger"
9,868,"2018-06-28","6","9.6",0,"low","unknown","moderate","larger"
9,860,"2018-06-28","6","9.6",0,"low","unknown","moderate","larger"
9,867,"2018-06-28","6","9.6",0,"low","unknown","moderate","larger"
9,865,"2018-06-28","6","9.6",0,"low","unknown","moderate","larger"
9,866,"2018-06-28","6","9.6",0,"low","unknown","moderate","larger"
9,861,"2018-08-08","6","9.6",0,"low","unknown","moderate","larger"
9,861,"2018-08-08","6","9.6",0,"low","unknown","moderate","larger"
9,864,"2018-08-08","6","9.6",0,"low","unknown","moderate","larger"
9,864,"2018-08-08","6","9.6",0,"low","unknown","moderate","larger"
9,869,"2018-08-08","6","9.6",0,"low","unknown","moderate","larger"
9,868,"2018-08-08","6","9.6",0,"low","unknown","moderate","larger"
9,860,"2018-08-08","6","9.6",0,"low","unknown","moderate","larger"
9,867,"2018-08-08","6","9.6",0,"low","unknown","moderate","larger"
9,865,"2018-08-08","6","9.6",0,"low","unknown","moderate","larger"
9,865,"2018-08-08","6","9.6",0,"low","unknown","moderate","larger"
9,866,"2018-08-08","6","9.6",0,"low","unknown","moderate","larger"
9,866,"2019-04-25","7","9.7",0,"low","unknown","moderate","larger"
9,860,"2019-04-29","7","9.7",0,"low","unknown","moderate","larger"
9,862,"2019-04-25","7","9.7",0,"low","unknown","moderate","larger"
9,2009,"2019-04-25","7","9.7",0,"low","unknown","moderate","larger"
9,860,"2019-06-28","7","9.7",0,"low","unknown","moderate","larger"
9,862,"2019-06-28","7","9.7",0,"low","unknown","moderate","larger"
9,865,"2019-06-28","7","9.7",0,"low","unknown","moderate","larger"
9,860,"2019-07-31","7","9.7",0,"low","unknown","moderate","larger"
9,862,"2019-07-31","7","9.7",0,"low","unknown","moderate","larger"
9,2009,"2019-07-31","7","9.7",0,"low","unknown","moderate","larger"
9,866,"2019-07-31","7","9.7",0,"low","unknown","moderate","larger"
9,860,"2019-08-22","7","9.7",0,"low","unknown","moderate","larger"
9,862,"2019-08-22","7","9.7",0,"low","unknown","moderate","larger"
9,2009,"2019-08-22","7","9.7",0,"low","unknown","moderate","larger"
9,866,"2019-09-12","7","9.7",0,"low","unknown","moderate","larger"
9,2009,"2019-09-12","7","9.7",0,"low","unknown","moderate","larger"
9,862,"2019-09-12","7","9.7",0,"low","unknown","moderate","larger"
9,860,"2019-09-12","7","9.7",0,"low","unknown","moderate","larger"
10,211,"2013-08-14","1","10.1",0,"mid","minimal","high","larger"
10,211,"2013-08-14","1","10.1",0,"mid","minimal","high","larger"
10,211,"2013-08-14","1","10.1",0,"mid","minimal","high","larger"
10,211,"2014-08-13","2","10.2",0,"mid","minimal","high","larger"
10,211,"2014-08-13","2","10.2",0,"mid","minimal","high","larger"
10,211,"2014-08-13","2","10.2",0,"mid","minimal","high","larger"
10,211,"2016-08-17","4","10.4",0,"mid","minimal","high","larger"
10,211,"2016-08-17","4","10.4",0,"mid","minimal","high","larger"
10,211,"2016-08-17","4","10.4",0,"mid","minimal","high","larger"
10,208,"2017-05-18","5","10.5",0,"low","minimal","high","larger"
10,1834,"2017-05-18","5","10.5",0,"low","minimal","high","larger"
10,210,"2017-05-18","5","10.5",0,"low","minimal","high","larger"
10,208,"2017-06-27","5","10.5",0,"mid","minimal","high","larger"
10,1834,"2017-06-27","5","10.5",0,"mid","minimal","high","larger"
10,210,"2017-06-27","5","10.5",0,"mid","minimal","high","larger"
10,1834,"2017-08-09","5","10.5",0,"mid","minimal","high","larger"
10,210,"2017-08-09","5","10.5",0,"mid","minimal","high","larger"
10,208,"2017-08-09","5","10.5",0,"mid","minimal","high","larger"
10,208,"2018-06-27","6","10.6",0,"mid","minimal","high","larger"
10,1834,"2018-06-27","6","10.6",0,"mid","minimal","high","larger"
10,210,"2018-06-27","6","10.6",0,"mid","minimal","high","larger"
10,208,"2018-08-08","6","10.6",0,"mid","minimal","high","larger"
10,1834,"2018-08-08","6","10.6",0,"mid","minimal","high","larger"
10,210,"2018-08-08","6","10.6",0,"mid","minimal","high","larger"
10,208,"2018-09-06","6","10.6",0,"mid","minimal","high","larger"
10,1834,"2018-09-06","6","10.6",0,"mid","minimal","high","larger"
10,210,"2018-09-06","6","10.6",0,"mid","minimal","high","larger"
10,1834,"2019-06-17","7","10.7",0,"low","minimal","high","larger"
10,210,"2019-06-17","7","10.7",0,"low","minimal","high","larger"
10,208,"2019-06-17","7","10.7",0,"low","minimal","high","larger"
10,210,"2019-07-02","7","10.7",0,"low","minimal","high","larger"
10,1834,"2019-07-02","7","10.7",0,"low","minimal","high","larger"
10,208,"2019-07-02","7","10.7",0,"low","minimal","high","larger"
10,210,"2019-08-14","7","10.7",0,"low","minimal","high","larger"
10,1834,"2019-08-14","7","10.7",0,"low","minimal","high","larger"
10,208,"2019-08-14","7","10.7",0,"low","minimal","high","larger"
10,208,"2020-08-05","8","10.8",0,"low","minimal","high","larger"
10,1834,"2020-08-05","8","10.8",0,"low","minimal","high","larger"
10,210,"2020-08-05","8","10.8",0,"low","minimal","high","larger"
11,574,"2013-08-13","1","11.1",0,"mid","unknown","moderate","large"
11,573,"2013-08-13","1","11.1",0,"mid","unknown","moderate","large"
11,572,"2013-08-13","1","11.1",0,"mid","unknown","moderate","large"
11,574,"2014-08-12","2","11.2",0,"low","unknown","moderate","large"
11,573,"2014-08-12","2","11.2",0,"low","unknown","moderate","large"
11,572,"2014-08-12","2","11.2",0,"low","unknown","moderate","large"
11,574,"2016-08-16","4","11.4",0,"low","unknown","moderate","large"
11,573,"2016-08-16","4","11.4",0,"low","unknown","moderate","large"
11,572,"2016-08-16","4","11.4",0,"low","unknown","moderate","large"
11,572,"2017-08-08","5","11.5",0,"low","unknown","moderate","large"
11,571,"2017-08-08","5","11.5",0,"low","unknown","moderate","large"
11,573,"2018-08-07","6","11.6",0,"low","unknown","moderate","large"
11,572,"2018-08-07","6","11.6",0,"low","unknown","moderate","large"
11,571,"2018-08-07","6","11.6",0,"low","unknown","moderate","large"
11,573,"2019-08-12","7","11.7",0,"low","unknown","moderate","large"
11,572,"2019-08-12","7","11.7",0,"low","unknown","moderate","large"
11,571,"2019-08-12","7","11.7",0,"low","unknown","moderate","large"
11,573,"2020-08-03","8","11.8",0,"low","unknown","moderate","large"
11,571,"2020-08-03","8","11.8",0,"low","unknown","moderate","large"
13,1174,"2013-06-06","1","13.1",0,"mid","unknown","moderate","large"
13,1175,"2013-06-06","1","13.1",0,"mid","unknown","moderate","large"
13,1175,"2013-06-06","1","13.1",0,"mid","unknown","moderate","large"
13,1178,"2013-06-06","1","13.1",0,"mid","unknown","moderate","large"
13,1180,"2013-06-06","1","13.1",0,"mid","unknown","moderate","large"
13,1180,"2013-06-06","1","13.1",0,"mid","unknown","moderate","large"
13,1176,"2013-06-06","1","13.1",0,"mid","unknown","moderate","large"
13,1177,"2013-06-06","1","13.1",0,"mid","unknown","moderate","large"
13,1177,"2013-06-06","1","13.1",0,"mid","unknown","moderate","large"
